text,nutrient,pmid,label
"group 1 received standard rat feed, group 2 was exposed to blco (0.1 ml/g of rat feed) for 3 weeks, and groups 3-5 were treated with zinc (50 mg/kg/day), vitamin e (400 iu/kg), or both [vitamin e (400 iu/kg) + zinc (50 mg/kg/day)], respectively for 1 week after blco exposure for 3 weeks.",zinc,39734606,2
"serum concentrations of zinc,\ copper, selenium, calcium, and magnesium were determined using an inductively coupled plasma mass spectrometer.",zinc,18202835,0
"numerous studies were reviewed, and based on these studies, it was concluded that supplementation of vitamin b12 early enough can delay the onset of depression and improve the effect of anti-depressants when used in conjunction with vitamin b12.",vitamin b12,33251075,1
"results: compared with the lowest quartile, the multivariable-adjusted ors and 95% cis for highest quartile were 0.32 (95% ci: 0.20, 0.52; p trend <0.001) for folate, 0.47 (95% ci: 0.30, 0.76; p trend = 0.002) for vitamin b6, and 1.02 (95% ci: 0.67, 1.55; p trend = 0.841) for vitamin b12.",vitamin b6,36228591,0
"blood samples were collected during the first 24 hours of hospitalization and measured for complete blood count, biochemical profile, vitamin b12, n-terminal prohormone of brain natriuretic peptide, and mma levels.",vitamin b12,31740360,0
our findings do not argue for widespread vitamin b12 or folic acid supplementation to combat anemia.,vitamin b12,27486122,0
"between weeks 10 and 18 the patients received 10 mg folic acid, 100 mg vitamin b6 once a week, and 1000 microg vitamin b12 bimonthly iv.",vitamin b12,15600263,2
"all children underwent systemic, neurologic, and cardiologic evaluation, including complete blood count, blood biochemistry, serum iron and ferritin level, serum vitamin b12 level, electrocardiogram, and electroencephalograms.",vitamin b12,36685636,4
"after mycobacterium tuberculosis was detected in culture, a 4-drug anti-tb therapy encompassing rifampin, isoniazid, ethambutol and pyrazinamide was prescribed for 18-24 months, in addition to daily vitamin b6 and pantoprazole.",vitamin b6,32523913,3
"aging, hypertension, diabetes, hypoxia/obstructive sleep apnea (osa), obesity, vitamin b12/folate deficiency, depression, and traumatic brain injury synergistically promote diverse pathological mechanisms including cerebral hypoperfusion and glucose hypometabolism.",vitamin b12,27350397,1
the patients received 10 mg folic acid and 100 mg pyridoxine intravenously (iv) after each dialysis plus 1000 microg vitamin b12 iv once a week for 9 weeks.,vitamin b12,15600263,2
"calcium, iron, and zinc bioavailability can be improved by soaking, germination, and sour-dough leavening that lower the phytate content of pulses and cereals.",zinc,29174030,0
aim: epithelial splicing regulatory protein 1 (esrp1) regulates tumor progression and metastasis through the epithelial?�mesenchymal transition by interacting with zinc finger e-box binding 1 (zeb1) and cd44 in cancers.,zinc,39037743,3
"ot group received 3 g/kg linseed oil, zt group received 60 mg/kg, and zot group received 3000 mg alpha linolenic acid (ala) and 60 mg zinc/day/orally.",zinc,40135516,2
"a 9-year-old boy received a rifampicin-isoniazid-ethambutol regimen for suspected extra-pulmonary tuberculosis, and glucurolactone and vitamin b6 to provide liver protection and decrease neurotoxicity associated with isoniazid.",vitamin b6,26221405,4
"4) also, it was found that the treatment with no-cbl in dogs is a viable anti-cancer therapy that capitalizes on the tumor-specific properties of the vitamin b12 receptor.",vitamin b12,39434876,3
"[retracted] downregulated microrna??40??p expression regulates apoptosis, migration and invasion of lung cancer cells by targeting zinc finger protein 800.",zinc,39421316,3
"for children aged 4-24 months of age, the quantities of infant cereal used was inadequate (approximately a quarter of the recommended portion size) and total dietary intakes were below 67% of the recommended levels for calcium, iron, zinc, niacin, vitamin b6 and vitamin b12.",vitamin b6,11474901,4
"the folate intake, vitamin b6 and vitamin b12 were calculated, and mthfr c665t, c677t and a1298c were analyzed by pcr-rflp.",vitamin b6,24175799,0
adequacy of maternal pyridoxine supplementation during pregnancy in relation to the vitamin b6 status and growth of neonates at birth.,vitamin b6,10575635,3
conclusions: vitamin b6 has a positive effect on reducing postpartum depression scores among mothers at risk for ppd.,vitamin b6,34912512,1
"a general screening of vitamin b12 levels is not recommended for all patients on a ppi; however, it does seem necessary that magnesium levels be measured at therapy onset, and then monitored in subjects on other drugs that may induce hypomagnesemia.",vitamin b12,27034082,3
"the study group received two capsules of 220 mg of zinc sulfate containing 50 mg of zinc, and the control group received two capsules of 220 mg of placebo ingredient per week for 12 weeks.",zinc,39867713,2
"vitamin b12 enhances the antitumor activity of 1,25-dihydroxyvitamin d3 via activation of caspases and targeting actin cytoskeleton.",vitamin b12,35180142,0
"folic acid, vitamin b12, b6, and others (e.g., omega-3 fatty acids), elevated serum homocysteine level and the functioning of human brain as well as the occurrence of such disorders as dementia, central nervous system vascular disorders and depression.",vitamin b12,19388520,1
"seborrheic dermatitis was correlated with significantly increased copper, manganese, iron, calcium, and magnesium concentrations and significantly lower serum zinc and vitamin d and e concentrations.",zinc,39102684,1
"of the women surveyed, 20% were iron depleted but not anaemic, and 15% were zinc deficient (i.e., serum zinc < 7.1 micromol/l).",zinc,12230231,0
a metal chelation therapy to effectively eliminate breast cancer and intratumor bacteria while suppressing tumor metastasis by copper depletion and zinc ions surge.,zinc,39394640,3
"as a result, the total fat intake of these elderly people was found to be high; while their intake of fiber and vitamin b6, vitamin b12 were found to be low, compared to american heart association recommendations.",vitamin b6,25603127,4
"maternal vitamin b12 concentrations were determined in the first and third trimesters, and sociodemographic, nutritional and psychological data were collected.",vitamin b12,37938197,0
"among 93 patients with over 1 year of follow-up, 19 (20.4%) received zinc monotherapy, and 74 (79.6%) received a zinc/d-penicillamine combination therapy.",zinc,38847512,3
"a 32-year-old male farmer initially treated for scd with normal vitamin b12 levels showed no improvement, leading to a delayed diagnosis of cdm.",vitamin b12,39926639,4
"after further adjustment in model 3, statistical significance remained for each unit increase in selenium [odds ratio (or), 0.66; 95% confidence interval (ci): 0.47-0.93; p=0.02], as well as for q4 versus q1 for zinc (or, 0.48; 95% ci: 0.27-0.86; p=0.01).",zinc,40081383,0
pediatric plasma vitamin b12 biomarkers were measured and reference values were derived thereof.,vitamin b12,33574561,0
prevalence of vitamin b12 deficiency in west syndrome: a retrospective chart review.,vitamin b12,32435301,0
"other family members shared similar symptoms, had low erc-mg values, and also responded clinically to increased mg(2+)/vitamin b6 intakes.",vitamin b6,15466962,0
"a micronutrients daily intake consumption of 201.35mug/day of vitamin b9 (95% ci 125.32-277.38); 5.61mug/day of vitamin b12 (95% ci 2.53-8.70), and 139.67 mg/day of vitamin c (95% ci 59.33-220.02).",vitamin b12,37302035,2
"ceftriaxone at a dose of 2.0 g/day for 10 days and intramuscular injection of vitamin b6 were administered, along with 10% urea ointment for hyperkeratosis lesions as topical therapy.",vitamin b6,34285450,2
"in 15 patients, to increase vasodilatory no via endothelial no synthase, l-arginine (15 g/day) was given, along with folic acid (5 mg), vitamin b6 (100 mg), and b12 (2000 mg/day) to optimize homocysteine metabolism and reduce asymmetric dimethylarginine, a no synthase inhibitor.",vitamin b6,17000887,2
further studies are required to understand the associations between hm zinc and other minerals and both short- and long-term offspring outcomes.,zinc,36704795,0
all 50 subjects also received 50 mg/day of oral vitamin b6 and 1.0 mg/day of oral vitamin b12.,vitamin b12,11169020,2
"a well-planned vegan diet must include adequate calories and nutrients, as well as the necessary supplements, such as vitamin b12, vitamin d and epa/dha.",vitamin b12,38024367,3
"bmi and blood vitamin b concentration were not significantly associated with cbmn-cyt parameters, except vitamin b6 levels, which were positively associated with mni scores in males.",vitamin b6,28137367,4
"daily niacin intake did not differ statistically across groups (group 1 = 18.0 +/- 11.4 mg/day; group 2 = 18.9 +/- 8.0 mg/day; group 3 = 14.2 +/- 5.2 mg/day), nor did intake of tryptophan, vitamin b6, and zinc.",vitamin b6,17460498,2
"further in-depth studies, particularly related to vitamin b12, are required to provide definitive conclusions and guidance.",vitamin b12,39310455,0
"folate, vitamin b6, vitamin b12, and methionine intakes and risk of stroke subtypes in male smokers.",vitamin b6,18270369,4
"children in the more northern communities consumed significantly (p < or = 0.05) more tf, protein, iron, copper, vitamin b6 and manganese, and less energy, fat, saturated fat and sodium.",vitamin b6,15945283,4
"after adjusting for sociodemographic, lifestyle, biochemical parameters, and postpartum characteristics the regression model showed a negative association between epds scores and the highest quartile of serum vitamin b12 (first quartile (reference) vs.",vitamin b12,38440867,0
kaplan-meier curves indicated a higher risk of all-cause mortality with increased vitamin b12 intake (log rank p = 0.01).,vitamin b12,38775076,0
allergic contact dermatitis to zinc caused by silver ring splint: exposure assessment with scanning electron microscope.,zinc,38797988,3
"a skin prick test for vitamin b12 was positive, but tests for b1, b6, mannitol and saline were negative, indicating this adverse reaction was one of drug hypersensitivity due to the vitamin b12 in vitamedin.",vitamin b12,19751344,3
in treatment groups mem (200 mg/kg and 400 mg/kg doses) and vitamin b6 (180mg/kg) were administered prior to ripe.,vitamin b6,32178678,2
